id,time,changetime,reporter,summary,status,owner,type,component
11596,2009-07-29 16:23:02,2011-04-06 02:40:27,SmileyChris,paginator Page should be iterable,closed,SmileyChris,New feature,Core (Other)
11597,2009-07-29 18:13:56,2010-12-04 23:36:41,amenasse@…,Documentation for File object is misleading,closed,nobody,,Documentation
11598,2009-07-30 00:53:43,2011-09-28 09:12:23,tolano,The javascript catalog asumes that the main language is English,closed,nobody,,Internationalization
11599,2009-07-30 02:20:13,2013-03-22 12:25:51,jtiai,Field exceptions are silently passed when slicing geoqueryset,new,nobody,Bug,"Database layer (models, ORM)"
11600,2009-07-30 02:47:17,2010-01-09 13:40:05,semenov,"""View on site"" link is not properly aligned",closed,brosner,,Core (Management commands)
11601,2009-07-30 02:47:39,2011-12-12 13:10:06,anonymous,"admin-title ""Select app-name to change"" is confusing",closed,nobody,New feature,contrib.admin
11602,2009-07-30 06:33:51,2009-07-30 13:00:26,pihentagy,Django versions (fork the docs for 1.1 and trunk),closed,nobody,,*.djangoproject.com
11603,2009-07-30 09:34:15,2013-02-08 15:51:17,martin_speleo,Add an assertFormSetError function to django.test.TestCase,new,martin_speleo,New feature,Testing framework
11604,2009-07-30 10:35:13,2011-09-28 09:12:27,rlaager@…,ChangeList should pass depth=1 to .select_related(),closed,nobody,,contrib.admin
11605,2009-07-30 12:12:55,2011-04-16 00:55:43,jds,manage.py syncdb breaks for some proxy models,new,nobody,Bug,"Database layer (models, ORM)"
11606,2009-07-31 01:56:24,2011-09-28 09:12:23,seandong,return error data  when using only() and select_related() at the same times that models foreign key is set to default null.,closed,nobody,,"Database layer (models, ORM)"
11607,2009-07-31 03:11:58,2011-09-28 09:12:23,Rupe,ForeignKeyRawIdWidget render throws uncaught exception if value does not exist,closed,nobody,,contrib.admin
11608,2009-07-31 04:45:47,2009-08-07 20:07:31,nsmgr8,Django version in documentation should be 1.1,closed,nobody,,Documentation
11609,2009-07-31 05:31:38,2011-09-28 09:12:23,rmkemker,Allow for long pointer format in django.contrib.gis.gdal.base,closed,nobody,,GIS
11610,2009-07-31 08:50:56,2009-07-31 09:18:58,alex.trofast@…,NoReverseMatch on users with @ in name,closed,nobody,,Core (Other)
11611,2009-07-31 08:52:17,2009-08-01 16:54:58,oduvan,"can't place two comment forms in one template. Because ""prefix"" attribute is not supported in __init__ of this form",closed,nobody,,contrib.comments
11612,2009-07-31 09:58:20,2013-02-28 02:15:36,andyortlieb,Model field 'Default' argument doesn't work as documented,closed,,,"Database layer (models, ORM)"
11613,2009-07-31 12:02:48,2011-09-28 09:12:23,Alex,Add a --failfast argument to the testrunner,closed,kmtracey,,Testing framework
11614,2009-07-31 12:32:35,2009-07-31 12:33:42,mguthrie,Documentation for 1.1,closed,nobody,,Documentation
11615,2009-07-31 17:17:36,2010-01-03 11:03:34,lamby,./manage.py test returns incorrect status code if more than 255 bugs fail,closed,gwilson,,Testing framework
11616,2009-07-31 20:31:29,2011-09-28 09:12:23,Marcel van Eck <vaneck.marcel@…>,Ability add filter to inlineformset_factory,closed,nobody,,Forms
11617,2009-08-01 04:14:45,2011-09-28 09:12:23,ckarrie,Enhance User Message System,closed,nobody,,contrib.auth
11618,2009-08-01 05:58:05,2009-08-01 06:19:09,truebrain@…,Child models overwrite data of Parent model,closed,nobody,,"Database layer (models, ORM)"
11619,2009-08-01 07:25:25,2011-09-28 09:12:23,slypete,Grammar error on admin site,closed,nobody,,Uncategorized
11620,2009-08-01 15:27:29,2009-08-01 16:37:50,thegreygeek,"Tutorial part II, page 1, gives error message when followed.",closed,nobody,,Documentation
11621,2009-08-01 17:24:45,2009-09-19 08:33:28,stevemilner,Django copies .pyo files for a new project/app,closed,nobody,,Core (Other)
11622,2009-08-02 07:58:06,2011-09-28 09:12:23,presidentua,adding to server EXLUDE_URL,closed,nobody,,Uncategorized
11623,2009-08-02 08:36:49,2011-09-28 09:12:23,frasern,django.core.cache.backends.db does not escape table names,closed,nobody,,Core (Cache system)
11624,2009-08-02 18:08:07,2011-09-28 09:12:23,jbronn,`render_to_kmz` can't handle non-ascii data,closed,jbronn,,GIS
11625,2009-08-02 20:08:21,2011-09-28 09:12:23,wayla,Comment moderation through admin actions,closed,wayla,,contrib.comments
11626,2009-08-03 00:22:50,2012-10-15 14:18:51,zaim,Add Malaysian (my) localflavour,closed,nobody,New feature,contrib.localflavor
11627,2009-08-03 08:48:57,2011-06-06 18:32:11,Manoj Govindan <egmanoj@…>,Allow users to run individual test suites using manage.py,closed,gruszczy,New feature,Testing framework
11628,2009-08-03 09:03:39,2009-09-12 15:57:59,tommstein@…,Incorrect comment in part 1 of tutorial,closed,nobody,,Documentation
11629,2009-08-03 11:12:38,2013-04-12 01:13:05,harrym,Callable QuerySet filter arguments not mentioned in documentation,new,nobody,Cleanup/optimization,Documentation
11630,2009-08-03 20:02:20,2009-08-03 20:07:32,daybreaker,reverse() cannot process kwargs distributed along nested url namespaces,closed,nobody,,Core (Other)
11631,2009-08-03 20:28:47,2009-08-06 19:06:03,stretch,Deleting related objects which use a GenericKey in an inherited model creates invalid SQL,closed,nobody,,"Database layer (models, ORM)"
11632,2009-08-04 02:52:13,2011-09-28 09:12:23,geber@…,show_hidden_initial=True produces invalid HTML,closed,kmtracey,,Forms
11633,2009-08-04 09:18:01,2010-09-11 22:44:57,masklinn,Stop requiring DJANGO_SETTINGS_MODULE when using settings.configure,closed,nobody,,Core (Other)
11634,2009-08-04 13:01:00,2011-04-04 16:22:40,dalkvist,OpenLayers default position,new,nobody,Bug,GIS
11635,2009-08-05 00:21:50,2011-09-28 09:12:23,whiteinge,testserver doesn't work with GeoDjango,closed,nobody,,GIS
11636,2009-08-05 03:59:59,2009-08-05 04:28:08,bymenda,New intdot function for django.contrib.humanize,closed,nobody,,Contrib apps
11637,2009-08-05 04:57:02,2011-09-28 09:12:23,garcia_marc,Formats missing for most locales,closed,jezdez,,Internationalization
11638,2009-08-05 06:44:26,2009-08-05 18:38:54,BlindHunter,HttpResponseRedirect to a file causes UnicodeEncodeError,closed,nobody,,HTTP handling
11639,2009-08-05 09:39:44,2011-10-29 04:05:23,leanmeandonothingmachine,Can't remove prepopulated fields from fieldset in ModelAdmin,closed,nobody,New feature,contrib.admin
11640,2009-08-05 11:03:41,2010-08-15 21:26:55,fgasperino,1.1 Test framework fails if CACHE_BACKEND = dummy,closed,dloewenherz,,Testing framework
11641,2009-08-05 11:16:04,2011-09-28 09:12:23,anonymous,using BooleanField with FormSet,closed,nobody,,Forms
11642,2009-08-05 18:34:43,2013-01-04 10:20:32,mrmachine,Specify default namespace in urls.py,new,abki,New feature,Core (URLs)
11643,2009-08-06 01:18:12,2009-08-06 08:09:21,tom@…,URLField can't recognise a well-formed URL,closed,nobody,,"Database layer (models, ORM)"
11644,2009-08-06 04:51:19,2009-08-06 07:24:38,gruszczy,Allowing single values instead of tuples for choices in ChoiceField,closed,nobody,,Uncategorized
11645,2009-08-06 06:17:54,2011-09-28 09:12:23,claudep,Updated French translation for 1.1,closed,nobody,,Translations
11646,2009-08-06 11:36:35,2009-08-16 06:50:03,tonnzor,Use refered model.verbose_name as default,closed,nobody,,contrib.admin
11647,2009-08-06 11:40:19,2009-08-06 14:47:04,apollo13,Support for reversing urls in conjunction with subdomains,closed,nobody,,Core (Other)
11648,2009-08-06 11:58:12,2009-08-07 20:52:48,mrts,translation.get_language() should remove sublanguage code if it is not in settings.LANGUAGES,closed,nobody,,Internationalization
11649,2009-08-06 12:02:19,2009-08-06 19:02:59,ctieche,Error 'BaseQuery' object has no attribute 'extra' after applying 1.1 release,closed,nobody,,Uncategorized
11650,2009-08-06 13:00:41,2010-01-11 09:37:26,adamv,Add .gitignore for unofficial mirrors.,closed,nobody,,Uncategorized
11651,2009-08-06 13:07:39,2011-06-09 03:16:39,adamv,Allow list_editable form fields to be customized separately from changeform fields.,new,nobody,New feature,contrib.admin
11652,2009-08-06 13:28:12,2013-03-22 14:49:22,David Findlay <djangoproject-finhome@…>,Simultaneous editing of a record via the admin interface silently overwrites,closed,nobody,New feature,contrib.admin
11653,2009-08-06 16:29:48,2009-08-06 16:37:07,alexr,Manager not inherited in model inheritance,closed,nobody,,"Database layer (models, ORM)"
11654,2009-08-06 16:34:35,2011-09-28 09:12:23,erikcw,Allow query objects to be passed into the extra ORM method,closed,nobody,,"Database layer (models, ORM)"
11655,2009-08-06 19:58:28,2009-08-09 07:49:26,anonymous,--indent and --format in the manage.py docs is misleading,closed,nobody,,Documentation
11656,2009-08-07 00:11:55,2009-08-07 00:24:24,saurabhnaik,JavaScript code in django default server,closed,nobody,,Uncategorized
11657,2009-08-07 00:22:14,2009-08-07 05:12:02,sumeet,Displaying Data from database(MySql),closed,nobody,,Uncategorized
11658,2009-08-07 01:52:50,2010-04-28 05:48:26,abeld@…,mysql backend doesn't define a max_name_length(),closed,nobody,,"Database layer (models, ORM)"
11659,2009-08-07 07:12:18,2009-09-12 16:28:06,agabel,Minor typo in 1.1 release notes,closed,agabel,,Documentation
11660,2009-08-07 08:21:16,2011-09-28 09:12:23,nbstrite,mod_python handler does not set inbound content-type correctly,closed,nobody,,HTTP handling
11661,2009-08-07 09:09:46,2009-08-07 09:12:58,appubinu,database backup,closed,nobody,,Uncategorized
11662,2009-08-07 16:33:28,2009-10-22 06:13:10,stryderjzw,Filtered Queryset update() on a Proxy Model updates all records,closed,nobody,,"Database layer (models, ORM)"
11663,2009-08-07 17:30:02,2012-09-28 06:46:47,SmileyChris,Delete orphaned replaced files,closed,SmileyChris,Uncategorized,File uploads/storage
11664,2009-08-07 18:10:48,2009-08-07 20:33:41,egenix_viktor,Invalid SQL is generated as part of the aggregation unit tests,closed,nobody,,"Database layer (models, ORM)"
11665,2009-08-07 19:34:15,2013-02-18 00:53:58,Glenn,django.test.TestCase should flush constraints,new,,Bug,Testing framework
11666,2009-08-08 01:27:49,2010-01-27 18:06:59,joeri,Fixed an incorrect Dutch translation,closed,jezdez,,Translations
11667,2009-08-08 04:57:42,2011-12-11 02:03:10,jedie,Full traceback if import error before model validation,closed,nobody,New feature,Core (Management commands)
11668,2009-08-08 08:03:28,2009-08-08 10:10:22,Guilherme Gondim <semente@…>,Problem with url pattern in comments,closed,nobody,,contrib.comments
11669,2009-08-08 14:31:06,2009-08-08 14:32:15,joebrown,Hand in HandField,closed,nobody,,Documentation
11670,2009-08-08 14:51:25,2012-02-04 23:11:54,andy@…,"Model fields named 'year', 'month', 'gt', 'lt' etc. get mistaken for lookup types in lookups across relations",closed,julien,Bug,"Database layer (models, ORM)"
11671,2009-08-08 15:33:00,2013-02-28 02:15:36,richard@…,Aggregations add extra values to ValuesQuerySets :: another usecase,new,,Bug,"Database layer (models, ORM)"
11672,2009-08-08 22:13:39,2009-08-11 05:08:58,Skylar Saveland <skylar.saveland@…>,using forms.DateField or forms.DateTimeField causes validation error on fields that should be optional,closed,nobody,,Forms
11673,2009-08-08 22:52:17,2009-08-08 22:55:13,Skylar Saveland <skylar.saveland@…>,submitting an empty forms.DateTimeField fails even with models null and blank and required=False for the form field,closed,nobody,,Uncategorized
11674,2009-08-09 21:05:00,2011-09-21 22:48:43,david.h.haas@…,documentation clarifications on ModelForms & ModelFormsets Meta fields,closed,raulcd,Cleanup/optimization,Documentation
11675,2009-08-10 01:24:42,2011-09-28 09:12:27,pippejp@…,Support new memcached wrapper pylibmc,closed,otherjacob,,Core (Cache system)
11676,2009-08-10 04:39:38,2009-08-10 06:52:59,fterrier,Allow '.' for username,closed,nobody,,Uncategorized
11677,2009-08-10 05:58:55,2009-09-13 12:11:40,alexdutton,PostGIS DB creation SQL not found on Fedora-based installs.,closed,jbronn,,GIS
11678,2009-08-10 10:34:14,2009-08-28 06:18:32,kberkhout,ValueError when passing an extra parameter in URL,closed,nobody,,contrib.admin
11679,2009-08-10 11:10:47,2013-01-30 11:02:57,al@…,FormWizard: security_hash() has issues with Safari leaving in \r\n,closed,nobody,Bug,contrib.formtools
11680,2009-08-10 12:21:15,2011-09-28 09:12:23,ccurvey,add references to EMAIL* settings when discussing error notifications,closed,jdunck,,Documentation
11681,2009-08-10 12:22:48,2011-09-28 09:12:23,rlaager@…,HTML validation failure in admin/change_form.html because of errorlist ul,closed,nessita,,contrib.admin
11682,2009-08-10 12:59:17,2009-12-21 17:29:37,fredbartle,[soc2009/admin-ui] index can be 0 causing saving model with inlines to fail,closed,nobody,,contrib.admin
11683,2009-08-10 16:03:34,2010-04-06 12:37:03,rlaager@…,response_add assumes DEFAULT_CONTENT_TYPE is text/html for dismissAddAnotherPopup,closed,nobody,,contrib.admin
11684,2009-08-10 16:25:55,2011-04-29 07:35:28,rlaager@…,dismissAddAnotherPopup fails with XHTML,closed,nobody,Bug,contrib.admin
11685,2009-08-10 17:32:34,2009-08-10 17:58:20,anonymous,enable scheme and tablespace support for postgressql,closed,nobody,,"Database layer (models, ORM)"
11686,2009-08-10 17:34:00,2010-11-03 10:34:08,mitar,Support for gettext's contexts,closed,nobody,,Internationalization
11687,2009-08-10 17:49:48,2011-09-28 09:12:23,thepointer,"The 'add' template filter only works for integers, and can fail noisily",closed,gruszczy,,Template system
11688,2009-08-10 17:53:44,2013-03-22 12:25:51,mitar,verbose_name should allow dynamical translation based on a number,new,nobody,New feature,Internationalization
11689,2009-08-10 19:12:40,2012-10-29 20:16:05,thepointer,Template tag to support combining form media from multiple forms,closed,nobody,Uncategorized,Template system
11690,2009-08-10 22:09:18,2010-02-23 04:08:57,linuxerwang@…,Model django.contrib.auth.models.Group should have a title or description field,closed,nobody,,contrib.auth
11691,2009-08-11 01:36:04,2009-08-12 00:27:46,stanleyxu2005,"""i18n/setlang"" requires database access?",closed,nobody,,Uncategorized
11692,2009-08-11 07:36:21,2009-09-11 04:17:15,jdriscoll,CSRF middleware causing contrib.auth password change tests to fail,closed,nobody,,Uncategorized
11693,2009-08-11 07:38:05,2010-01-10 10:53:12,anonymous,Sitemap framework docs contain a regular expression error in the URLconf examples,closed,nobody,,Documentation
11694,2009-08-11 08:24:47,2011-11-23 02:17:46,buggerone@…,lighttpd fastcgi documentation not working,assigned,,Cleanup/optimization,Documentation
11695,2009-08-11 14:16:50,2011-04-04 16:52:55,Rupe,Modified change list default sort,closed,nobody,Uncategorized,contrib.admin
11696,2009-08-11 19:47:57,2010-04-23 05:38:09,martin maney,validate command in 1.1 hides errors in models that used to be shown,closed,lsaffre,,"Database layer (models, ORM)"
11697,2009-08-12 00:58:46,2010-01-09 15:49:12,buriy,Select multiple action checkboxes with shift+mouseclick in django admin (like in gmail),closed,buriy,,contrib.admin
11698,2009-08-12 03:30:49,2011-06-13 15:26:39,russellm,Add Django Debug Toolbar to contrib,new,nobody,New feature,Contrib apps
11699,2009-08-12 05:52:02,2009-08-12 07:20:50,davo,override _display_login_form,closed,nobody,,contrib.admin
11700,2009-08-12 06:31:52,2011-09-28 09:12:27,sehmaschine@…,actions and list_editables in popups problematic,closed,DrMeers,,contrib.admin
11701,2009-08-12 07:35:08,2010-01-04 12:21:33,carsten,[patch] DateInput widget: allow uggettext_lazy in format attr,closed,nobody,,Forms
11702,2009-08-12 08:22:43,2012-04-09 05:40:08,physicsnick,ForeignKey validation should check that to_field is unique,closed,marcosmoyano,Uncategorized,"Database layer (models, ORM)"
11703,2009-08-12 08:37:05,2009-09-11 02:11:54,Rupe,Added missing Super calls to 2 widget classes,closed,nobody,,Forms
11704,2009-08-12 09:49:57,2009-08-12 10:05:10,teh,"GZIP middleware consumes the HTTPResponse iterator, even if Content-Encoding is set to identity",closed,nobody,,Core (Other)
11705,2009-08-12 13:16:12,2009-08-12 15:10:05,notanumber,Atom1Feed should allow html in title,closed,nobody,,contrib.syndication
11706,2009-08-12 13:35:23,2011-09-28 09:12:27,mboersma,Use of RETURNING should be optional,closed,nobody,,"Database layer (models, ORM)"
11707,2009-08-12 14:00:04,2011-10-13 03:26:38,Chris.Wesseling@…,limit_choices_to on a ForeignKey can render duplicate options in formfield,new,charstring,Bug,Forms
11708,2009-08-12 14:54:09,2009-08-12 15:03:24,Chris.Wesseling@…,django.contrib.markup: pass docutils Writer as argument to restructuredtext template filter,closed,nobody,,Contrib apps
11709,2009-08-12 16:17:00,2009-10-19 12:20:53,yishaibeeri,"Admin Inline with Exclude fails if two fkeys to same parent are present, despite fk_name being used",closed,brosner,,contrib.admin
11710,2009-08-12 16:40:41,2011-09-28 09:12:23,Rupe,construct_change_message() with unicode verbose_name fix,closed,nobody,,contrib.admin
11711,2009-08-12 19:51:46,2010-04-12 06:28:47,mtredinnick,Document precise returned object of values_list(),closed,mtredinnick,,Documentation
11712,2009-08-13 02:21:36,2011-05-06 18:32:51,beuc@…,First use of reverse() freezes its cache,closed,nobody,Bug,Core (Other)
11713,2009-08-13 06:21:52,2009-08-13 09:03:21,ngokai,bug in django.contrib.admin.action while delete_selected,closed,nobody,,Uncategorized
11714,2009-08-13 07:34:24,2011-09-28 09:12:23,zgoda,Document usage of i18n functions to translate to arbitrary language,closed,nobody,,Documentation
11715,2009-08-13 15:35:05,2012-02-15 07:41:56,aiv,"If change mutable list ""inlines"" in one admin options then it will change ""inlines"" for all admin options.",new,nobody,Bug,contrib.admin
11716,2009-08-13 16:31:40,2011-09-28 09:12:27,Leo,Various methods in django.db.models.fields don't wrap ValueErrors and allow them to escape,assigned,Leo,Bug,"Database layer (models, ORM)"
11717,2009-08-13 17:41:34,2009-08-13 18:13:49,zanuxzan,concat default template filter,closed,nobody,,Uncategorized
11718,2009-08-13 21:21:48,2009-08-15 06:58:03,zain,"When there is an error in a SelectorInline, there is no way to tell which inline has the error",closed,zain,,contrib.admin
11719,2009-08-13 21:35:06,2009-08-13 22:29:26,bkjones@…,Lookups that span relationships: Typo?,closed,nobody,,Documentation
11720,2009-08-13 22:00:25,2009-08-15 22:56:39,zain,"When an OrderField is on an inline and there are empty inlines, saving throws an error",closed,zain,,contrib.admin
11721,2009-08-13 23:54:56,2009-08-14 01:02:36,alexm,Fixture interoperability problem between 'postgresql_psycopg2' and 'sqlite3',closed,nobody,,"Database layer (models, ORM)"
11722,2009-08-14 08:59:15,2013-01-15 06:10:55,plandry@…,Query lookups that reference an F() expression produce invalid sql,new,,Bug,"Database layer (models, ORM)"
11723,2009-08-14 10:49:09,2009-08-14 23:12:09,freenity,Missed word to be removed.,closed,nobody,,Documentation
11724,2009-08-14 11:05:49,2009-08-14 11:11:48,anonymous,Python slice syntax is not the same as SQL offset limit syntax,closed,nobody,,Documentation
11725,2009-08-14 13:21:13,2011-04-01 13:03:07,Denis Martinez <deuns.martinez@…>,"Unable to have label tags without a ""for"" attribute in form widgets",new,nobody,New feature,Forms
11726,2009-08-14 19:47:29,2011-09-28 09:12:30,Eric Friesen <ericfriesen@…>,FormWizard sanity check on step number performed before dynamic steps can be inserted,closed,esper256,Bug,contrib.formtools
11727,2009-08-15 14:50:41,2011-09-28 09:12:23,chronos,Breadcrumbs contrib app,closed,nobody,,Uncategorized
11728,2009-08-15 18:20:07,2009-09-12 15:51:17,Tommstein,Documentation typo,closed,nobody,,Documentation
11729,2009-08-16 17:32:03,2010-02-03 05:31:57,rfk,session key should extract more entropy from time.time(),closed,nobody,,contrib.sessions
11730,2009-08-16 21:41:36,2009-08-17 08:22:13,psmith,ifequal tag incorrectly renders block tag,closed,nobody,,Template system
11731,2009-08-17 01:31:37,2009-09-18 04:13:03,aom,Email stack reports in DEBUG False mode should be same HTML reports that we get in True mode,closed,nobody,,Core (Mail)
11732,2009-08-17 07:30:52,2013-04-04 15:22:16,edcrypt,ModelAdmin.get_changelist_form should use ModelAdmin.form,closed,nobody,New feature,contrib.admin
11733,2009-08-17 08:56:21,2009-08-17 09:57:52,jbkunst,Chilean localflavor extension,closed,nobody,,contrib.localflavor
11734,2009-08-17 08:59:28,2010-02-03 05:48:05,jbkunst,Chilean localflavor extension,closed,nobody,,contrib.localflavor
11735,2009-08-18 06:17:55,2010-08-07 08:01:17,claudep,Wrong documentation for changing Model formsets queryset,closed,nobody,,Documentation
11736,2009-08-18 06:34:01,2009-08-18 09:40:22,rissko@…,title tag - put 'Django |' to the end,closed,nobody,,*.djangoproject.com
11737,2009-08-18 10:49:11,2009-08-18 17:22:46,simon_gray99,many2many recursive relationship do not work in DJ 1.1,closed,nobody,,Uncategorized
11738,2009-08-18 10:55:27,2009-08-18 12:33:49,simon_gray99,many2many recursive relationship do not work in DJ 1.1 - second problem,closed,nobody,,"Database layer (models, ORM)"
11739,2009-08-18 11:26:06,2012-08-29 03:01:12,adamnelson,ContentFile() does not support unicode data,closed,nobody,Bug,File uploads/storage
11740,2009-08-18 16:41:13,2009-09-12 23:33:20,severian,ModelForm documentation not clear on default attributes of custom Fields,closed,nobody,,Documentation
11741,2009-08-18 17:14:57,2011-09-28 09:12:23,nino@…,PostgreSQL/PostGIS backend table quoting bug in nested queries,closed,jbronn,,GIS
11742,2009-08-19 00:35:18,2009-08-20 00:26:59,kwek,simplejson loads not always unicode,closed,nobody,,Uncategorized
11743,2009-08-19 03:10:48,2009-08-19 11:17:36,Fredde,Error in generic views documentation,closed,nobody,,Documentation
11744,2009-08-19 04:30:41,2010-04-02 14:59:36,Danic,Add advice to use OneToOneField to extend the user model/profile.,closed,nobody,,Documentation
11745,2009-08-19 05:48:20,2012-02-07 13:53:22,Tuttle,"Categories by origin for command listings in ""manage.py help""",closed,aaugustin,Cleanup/optimization,Core (Management commands)
11746,2009-08-19 06:03:12,2009-09-12 21:41:05,desintegr@…,Some message in `contrib/localflavor/fr/forms.py` could not be localized,closed,nobody,,contrib.localflavor
11747,2009-08-19 12:14:10,2009-08-19 18:27:18,erikcw,"Django ""Freezing"" shortly after startup",closed,nobody,,Uncategorized
11748,2009-08-19 14:41:17,2010-08-07 07:55:31,mtrichardson,Documentation implies search_fields won't accept ManyToMany related lookups,closed,nobody,,Documentation
11749,2009-08-19 16:33:42,2009-08-19 16:44:27,gz,QuerySet not autmatically evaluated on attribut update?,closed,nobody,,Uncategorized
11750,2009-08-20 02:24:09,2009-10-22 05:51:50,mxposed,ManyToMany field does not respect Proxy models,closed,nobody,,"Database layer (models, ORM)"
11751,2009-08-20 07:21:59,2009-08-20 07:37:00,simon_gray99,broken link,closed,nobody,,Uncategorized
11752,2009-08-20 09:15:32,2011-09-28 09:12:23,edcrypt,ModelAdmin.get_form() should use get_formsets() instead of declared_fieldsets,closed,nobody,,contrib.admin
11753,2009-08-20 10:04:06,2009-12-17 14:11:39,alexr,Q objects using callables won't combine in 2.4,closed,,,"Database layer (models, ORM)"
11754,2009-08-20 10:25:31,2013-03-22 12:25:51,joeforker,mod_fastcgi documentation should specify full path to .fcgi script,new,nobody,Bug,Documentation
11755,2009-08-20 17:16:06,2009-09-12 20:01:05,ffualo,Django documentation on Model FormSets should include a tip on how to override default behavior,closed,nobody,,Documentation
11756,2009-08-20 20:43:58,2012-10-11 14:38:30,marcoslhc,Emulating built-in field types,closed,nobody,Cleanup/optimization,Documentation
11757,2009-08-21 03:24:37,2010-01-17 14:10:37,anonymous,Wrong mimetype when responding HttpResponseNotModified in django.server.static,closed,jezdez,,Uncategorized
11758,2009-08-21 03:42:47,2009-08-21 03:54:08,gekis13,django.views.generic.list_detail doenst render object list,closed,nobody,,Core (Other)
11759,2009-08-21 04:20:42,2009-08-21 04:47:06,dhileepraj123,MOD_PYTHON ERROR,closed,nobody,,Uncategorized
11760,2009-08-21 04:42:43,2013-03-14 15:08:55,MS,Placeholder for through value in ManyToManyField of abstract class,new,nobody,New feature,"Database layer (models, ORM)"
11761,2009-08-21 07:47:26,2010-01-13 18:21:25,dmishe,DB error on TestCase execution,closed,nobody,,Uncategorized
11762,2009-08-21 11:19:44,2012-10-15 14:16:47,jkunst,"Chilean localflavor - Regions, Provinces and Comunas",closed,nobody,New feature,contrib.localflavor
11763,2009-08-21 15:17:52,2009-08-22 04:07:51,AmirHabibi,Admin Interface - Login - Security Concern,closed,nobody,,contrib.auth
11764,2009-08-21 17:44:11,2011-09-28 09:12:23,aurelio,Bugfix: typo with avoid.update(..) in  db/models/sql/compiler.py:SQLCompiler:fill_related_selections,closed,ramiro,,"Database layer (models, ORM)"
11765,2009-08-21 19:52:01,2013-04-11 05:29:47,shmengie,"models.DateField(null=True, blank=True)  accepts None, but not the empty string ''",closed,nobody,Uncategorized,"Database layer (models, ORM)"
11766,2009-08-21 20:24:09,2010-02-03 05:57:48,amites,ImageFileField run through get_valid_filename  (Optional|default),closed,nobody,,File uploads/storage
11767,2009-08-21 20:54:12,2009-08-21 21:01:59,marcoslhc,Some localflavor code for venezuela,closed,nobody,,contrib.localflavor
11768,2009-08-21 20:59:14,2012-10-15 14:18:51,marcoslhc,Localflavor for Venezuela,closed,nobody,New feature,contrib.localflavor
11769,2009-08-22 01:48:33,2011-09-28 09:12:23,Stacky,Include tag with insert code blocks,closed,nobody,,Template system
11770,2009-08-22 15:10:21,2010-09-10 15:13:53,anonymous,Allow login_required to specify login_url like user_passes_test,closed,nobody,,contrib.auth
11771,2009-08-22 21:43:03,2010-09-13 13:53:05,sciyoshi,Support filtering by non-database (queryset) fields in the admin,closed,nobody,,contrib.admin
11772,2009-08-23 03:31:29,2013-03-22 11:27:30,Rupe,ModelAdmin - added a model_modified hook for full CRUD support,closed,nobody,New feature,contrib.admin
11773,2009-08-23 04:00:34,2009-08-23 04:31:42,coulix,Porxy Model registered in Model Admin are only visible to Super User,closed,nobody,,Core (Management commands)
11774,2009-08-23 09:00:03,2010-02-03 06:04:07,anonymous,add __range lookup parameter in django.contrib.admin.views.main.get_query_set,closed,nobody,,contrib.admin
11775,2009-08-23 13:52:50,2011-05-05 11:46:05,jukvalim,ABSOLUTE_URL_OVERRIDES doesn't work for the majority of contrib models,assigned,jukvalim,New feature,"Database layer (models, ORM)"
11776,2009-08-24 05:14:09,2011-04-01 12:42:02,Daniel Pope <dan@…>,HTML class for non-field errors,new,nobody,New feature,Forms
11777,2009-08-24 05:41:55,2010-02-03 06:07:32,timo,Document DATABASE_SUPPORTS_TRANSACTIONS setting,closed,timo,,Documentation
11778,2009-08-24 09:05:12,2013-04-02 11:16:45,josephdrose,Patch to increase performance of escapejs,closed,josephdrose,Cleanup/optimization,Template system
11779,2009-08-24 10:51:33,2009-08-24 11:24:02,Afief,Validation doesn't detect import errors,closed,nobody,,Uncategorized
11780,2009-08-24 11:02:15,2009-09-12 16:27:38,anonymous,Small typo (two articles) in the static file serving docs,closed,nobody,,Documentation
11781,2009-08-24 13:15:57,2009-08-24 13:56:42,michal.dtz@…,Wish: FILE_UPLOAD_DIRECTORY_PERMISSIONS,closed,nobody,,File uploads/storage
11782,2009-08-24 19:00:22,2011-09-28 09:12:23,timo,Add metadata to topics/http/file-uploads.html,closed,nobody,,Documentation
11783,2009-08-25 10:24:18,2010-01-10 13:37:21,realpolitik,django.contrib.humanize.templatetags.ordinal throws TypeError for NoneType,closed,nobody,,Contrib apps
11784,2009-08-25 14:35:38,2009-08-25 16:23:23,anonymous,"exceptions should sublcass StandardError, not Exception",closed,nobody,,Core (Other)
11785,2009-08-25 19:53:04,2010-03-29 11:33:24,esizikov,Invalid error reporting when importing MapInfo layer with Unknown type,closed,nobody,,GIS
11786,2009-08-26 07:51:29,2009-08-26 08:29:21,steve@…,TestClient() forgets any PUT querystrings if there is payload data,closed,nobody,,Testing framework
11787,2009-08-27 04:17:40,2010-02-03 06:12:22,Hinnack,additional fields,closed,nobody,,contrib.localflavor
11788,2009-08-27 06:27:28,2012-10-22 13:00:52,RaceCondition,cache_page decorator doesn't work with HttpResponses whose content is an iterator,closed,nobody,Bug,Core (Cache system)
11789,2009-08-27 06:48:23,2013-02-28 02:15:36,alexr,Aggregates ignore none(),closed,noah,Bug,"Database layer (models, ORM)"
